,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,FSD,TSD,density,pH,sulphates,alcohol,quality
75,0.3716814159292037,0.41,0.64,0.08904109589041095,0.093,0.11267605633802817,0.12720848056537104,0.9986,0.6299212598425195,0.66,0.32307692307692304,5
76,0.3716814159292037,0.41,0.64,0.08904109589041095,0.093,0.11267605633802817,0.12720848056537104,0.9986,0.6299212598425195,0.66,0.32307692307692304,5
77,0.19469026548672563,0.785,0.0,0.10273972602739725,0.104,0.18309859154929578,0.08480565371024736,0.9966,0.6141732283464565,0.55,0.3538461538461537,6
78,0.18584070796460184,0.75,0.12,0.07534246575342465,0.086,0.15492957746478872,0.26148409893992935,0.9958,0.5039370078740153,0.52,0.2615384615384615,5
79,0.32743362831858414,0.625,0.2,0.0410958904109589,0.08,0.36619718309859156,0.3992932862190813,0.9972,0.3307086614173227,1.12,0.10769230769230775,4
80,0.1415929203539823,0.45,0.2,0.04794520547945205,0.069,0.02816901408450704,0.03180212014134276,0.9958,0.5275590551181102,0.56,0.12307692307692308,5
81,0.2831858407079646,0.43,0.7,0.0684931506849315,0.4639999999999999,0.295774647887324,0.215547703180212,0.9974,0.30708661417322825,1.28,0.15384615384615397,5
82,0.24778761061946908,0.5,0.47,0.07534246575342465,0.086,0.28169014084507044,0.23674911660777387,0.997,0.48818897637795233,0.57,0.10769230769230775,5
83,0.23893805309734517,0.67,0.26,0.06164383561643835,0.401,0.2112676056338028,0.1590106007067138,0.9969,0.3307086614173227,1.14,0.15384615384615397,5
84,0.1504424778761062,0.3,0.48,0.06164383561643835,0.069,0.23943661971830985,0.19434628975265017,0.9959,0.5511811023622046,0.78,0.2923076923076924,6
85,0.20353982300884965,0.55,0.15,0.08904109589041095,0.076,0.25352112676056343,0.12014134275618375,0.9961,0.5275590551181102,0.59,0.2615384615384615,5
86,0.35398230088495575,0.49,0.28,0.0684931506849315,0.11,0.26760563380281693,0.45936395759717313,0.9972,0.14960629921259816,1.95,0.23076923076923084,6
87,0.2743362831858408,0.49,0.26,0.0684931506849315,0.062,0.11267605633802817,0.08833922261484099,0.9966,0.5118110236220472,0.64,0.18461538461538463,5
88,0.4159292035398231,0.39,0.44,0.0821917808219178,0.107,0.46478873239436624,0.4204946996466431,0.9978,0.3149606299212597,1.22,0.1692307692307693,5
89,0.21238938053097345,0.62,0.08,0.06164383561643835,0.076,0.09859154929577466,0.0636042402826855,0.9978,0.5826771653543306,0.53,0.0923076923076922,5
90,0.2920353982300885,0.52,0.26,0.0684931506849315,0.079,0.5774647887323944,0.47349823321554774,0.9964,0.38582677165354307,0.54,0.1692307692307693,5
91,0.35398230088495575,0.49,0.28,0.0684931506849315,0.11,0.26760563380281693,0.45936395759717313,0.9972,0.14960629921259816,1.95,0.23076923076923084,6
92,0.35398230088495575,0.49,0.29,0.07534246575342465,0.11,0.25352112676056343,0.44876325088339225,0.9972,0.14960629921259816,1.98,0.2153846153846155,5
93,0.2743362831858408,0.49,0.26,0.0684931506849315,0.062,0.11267605633802817,0.08833922261484099,0.9966,0.5118110236220472,0.64,0.18461538461538463,5
94,0.03539823008849563,1.02,0.04,0.03424657534246575,0.045,0.5633802816901409,0.2791519434628975,0.9938,0.795275590551181,0.48,0.32307692307692304,4
95,0.008849557522123963,0.6,0.17,0.0958904109589041,0.0579999999999999,0.22535211267605634,0.35335689045936397,0.9932,0.8740157480314963,0.6,0.6923076923076923,6
96,0.19469026548672563,0.775,0.0,0.14383561643835616,0.102,0.09859154929577466,0.06007067137809187,0.9965,0.5590551181102361,0.56,0.3538461538461537,5
97,0.21238938053097345,0.5,0.25,0.07534246575342465,0.07,0.02816901408450704,0.05653710247349823,0.9963,0.40157480314960603,0.63,0.12307692307692308,5
98,0.2654867256637168,0.9,0.06,0.1095890410958904,0.079,0.056338028169014086,0.014134275618374562,0.9967,0.5118110236220472,0.56,0.2153846153846155,5
99,0.3097345132743363,0.545,0.18,0.0684931506849315,0.08,0.16901408450704225,0.10247349823321555,0.9972,0.44094488188976344,0.59,0.0923076923076922,6
100,0.32743362831858414,0.61,0.3,0.0821917808219178,0.084,0.14084507042253522,0.15547703180212014,0.9972,0.5196850393700787,0.61,0.2769230769230768,6
101,0.2831858407079646,0.5,0.3,0.0684931506849315,0.075,0.09859154929577466,0.05653710247349823,0.9959,0.44881889763779537,0.56,0.3076923076923077,6
102,0.3097345132743363,0.545,0.18,0.0684931506849315,0.08,0.16901408450704225,0.10247349823321555,0.9972,0.44094488188976344,0.59,0.0923076923076922,6
103,0.3097345132743363,0.575,0.22,0.0821917808219178,0.077,0.15492957746478872,0.20848056537102472,0.9967,0.43307086614173196,0.51,0.12307692307692308,5
104,0.23008849557522126,0.49,0.24,0.08904109589041095,0.07,0.056338028169014086,0.10600706713780918,0.996,0.46456692913385833,0.48,0.15384615384615397,5
105,0.3097345132743363,0.575,0.22,0.0821917808219178,0.077,0.15492957746478872,0.20848056537102472,0.9967,0.43307086614173196,0.51,0.12307692307692308,5
106,0.2831858407079646,0.41,0.68,0.0547945205479452,0.467,0.23943661971830985,0.22261484098939927,0.9973,0.26771653543307083,1.31,0.13846153846153864,5
107,0.1415929203539823,0.63,0.31,0.0547945205479452,0.088,0.19718309859154928,0.2049469964664311,0.9969,0.5669291338582676,0.79,0.13846153846153864,5
108,0.3008849557522124,0.33,0.53,0.1095890410958904,0.091,0.23943661971830985,0.26148409893992935,0.9976,0.49606299212598426,0.8,0.18461538461538463,6
109,0.3097345132743363,0.785,0.52,0.07534246575342465,0.122,0.5070422535211268,0.5194346289752649,0.9969,0.3700787401574801,0.69,0.13846153846153864,5
110,0.2831858407079646,0.56,0.19,0.06164383561643835,0.104,0.15492957746478872,0.1448763250883392,0.9964,0.35433070866141714,0.93,0.1692307692307693,5
111,0.33628318584070804,0.62,0.09,0.08904109589041095,0.084,0.14084507042253522,0.36042402826855124,0.9964,0.3228346456692912,0.66,0.2153846153846155,5
112,0.33628318584070804,0.6,0.1,0.08904109589041095,0.085,0.18309859154929578,0.3710247349823322,0.9964,0.3228346456692912,0.66,0.2153846153846155,5
113,0.48672566371681414,0.31,0.44,0.0958904109589041,0.08,0.295774647887324,0.1413427561837456,0.9988,0.4566929133858264,0.67,0.19999999999999996,6
114,0.2831858407079646,0.56,0.19,0.06164383561643835,0.104,0.15492957746478872,0.1448763250883392,0.9964,0.35433070866141714,0.93,0.1692307692307693,5
115,0.424778761061947,0.4,0.31,0.08904109589041095,0.09,0.16901408450704225,0.19787985865724383,0.9966,0.2598425196850389,0.63,0.32307692307692304,6
116,0.32743362831858414,0.54,0.28,0.0684931506849315,0.077,0.14084507042253522,0.12014134275618375,0.9978,0.5118110236220472,0.61,0.24615384615384617,6
117,0.2831858407079646,0.56,0.12,0.07534246575342465,0.0819999999999999,0.08450704225352114,0.07773851590106007,0.997,0.49606299212598426,0.5,0.15384615384615397,6
118,0.3716814159292037,0.55,0.04,0.08904109589041095,0.119,0.18309859154929578,0.17667844522968196,0.9962,0.3700787401574801,0.6,0.3846153846153846,6
119,0.21238938053097345,0.69,0.08,0.06164383561643835,0.0969999999999999,0.295774647887324,0.2932862190812721,0.9959,0.47244094488188937,0.54,0.12307692307692308,6
120,0.23893805309734517,1.07,0.09,0.0547945205479452,0.178,0.1267605633802817,0.2932862190812721,0.9962,0.44094488188976344,0.57,0.0923076923076922,5
121,0.3716814159292037,0.55,0.04,0.08904109589041095,0.119,0.18309859154929578,0.17667844522968196,0.9962,0.3700787401574801,0.6,0.3846153846153846,6
122,0.23893805309734517,0.695,0.0,0.1095890410958904,0.075,0.02816901408450704,0.02473498233215548,0.998,0.590551181102362,0.52,0.12307692307692308,5
123,0.3008849557522124,0.71,0.0,0.11643835616438356,0.08,0.14084507042253522,0.0989399293286219,0.9976,0.5511811023622046,0.53,0.1692307692307693,5
124,0.2831858407079646,0.5,0.17,0.04794520547945205,0.0819999999999999,0.28169014084507044,0.3392226148409894,0.996,0.5118110236220472,0.48,0.1692307692307693,5
125,0.3893805309734514,0.62,0.04,0.0684931506849315,0.146,0.36619718309859156,0.2968197879858657,0.9984,0.3307086614173227,0.7,0.15384615384615397,5
126,0.3185840707964601,1.33,0.0,0.0547945205479452,0.081,0.02816901408450704,0.021201413427561835,0.9964,0.622047244094488,0.49,0.3846153846153846,5
127,0.3097345132743363,1.33,0.0,0.06164383561643835,0.0819999999999999,0.02816901408450704,0.021201413427561835,0.9964,0.6299212598425195,0.48,0.3846153846153846,5
128,0.3008849557522124,0.59,0.16,0.06164383561643835,0.065,0.02816901408450704,0.0353356890459364,0.9962,0.5354330708661417,0.92,0.32307692307692304,7
129,0.1327433628318584,0.38,0.15,0.06164383561643835,0.072,0.07042253521126761,0.04593639575971732,0.9955,0.5354330708661417,0.57,0.15384615384615397,5
130,0.3008849557522124,0.745,0.56,0.07534246575342465,0.118,0.4084507042253521,0.45229681978798586,0.9968,0.393700787401575,0.66,0.15384615384615397,5
131,0.08849557522123891,0.5,0.09,0.0958904109589041,0.049,0.22535211267605634,0.3286219081272085,0.9937,0.7007874015748028,0.63,0.7076923076923076,5
132,0.08849557522123891,0.5,0.09,0.0958904109589041,0.049,0.22535211267605634,0.3286219081272085,0.9937,0.7007874015748028,0.63,0.7076923076923076,5
133,0.17699115044247782,0.5,0.01,0.0410958904109589,0.06,0.22535211267605634,0.0706713780918728,0.9952,0.5196850393700787,0.58,0.2153846153846155,6
134,0.2920353982300885,1.04,0.05,0.08904109589041095,0.084,0.16901408450704225,0.0812720848056537,0.9959,0.3779527559055116,0.55,0.23076923076923084,6
135,0.33628318584070804,0.745,0.11,0.0684931506849315,0.09,0.2112676056338028,0.20141342756183744,0.9965,0.35433070866141714,0.82,0.18461538461538463,5
136,0.32743362831858414,0.715,0.15,0.06164383561643835,0.089,0.1267605633802817,0.1625441696113074,0.9968,0.38582677165354307,0.77,0.1692307692307693,5
137,0.23008849557522126,0.415,0.36,0.07534246575342465,0.081,0.16901408450704225,0.13780918727915192,0.9972,0.5826771653543306,0.64,0.12307692307692308,5
138,0.2831858407079646,0.56,0.19,0.0821917808219178,0.081,0.19718309859154928,0.3498233215547703,0.9962,0.46456692913385833,0.54,0.1692307692307693,5
139,0.2831858407079646,0.56,0.19,0.07534246575342465,0.081,0.22535211267605634,0.36042402826855124,0.9962,0.4566929133858264,0.54,0.1692307692307693,5
140,0.33628318584070804,0.745,0.11,0.0684931506849315,0.09,0.2112676056338028,0.20141342756183744,0.9965,0.35433070866141714,0.82,0.18461538461538463,5
141,0.32743362831858414,0.715,0.15,0.06164383561643835,0.089,0.1267605633802817,0.1625441696113074,0.9968,0.38582677165354307,0.77,0.1692307692307693,5
142,0.05309734513274339,0.34,0.0,0.06164383561643835,0.05,0.36619718309859156,0.20141342756183744,0.9916,0.7401574803149606,0.79,0.8615384615384618,6
143,0.1504424778761062,0.39,0.08,0.0547945205479452,0.066,0.02816901408450704,0.04946996466431096,0.9954,0.47244094488188937,0.58,0.15384615384615397,5
144,0.05309734513274339,0.34,0.0,0.06164383561643835,0.05,0.36619718309859156,0.20141342756183744,0.9916,0.7401574803149606,0.79,0.8615384615384618,6
145,0.3097345132743363,0.67,0.55,0.06164383561643835,0.1169999999999999,0.4366197183098592,0.47703180212014135,0.9968,0.3385826771653542,0.62,0.15384615384615397,5
146,0.10619469026548678,0.68,0.02,0.06164383561643835,0.087,0.28169014084507044,0.31095406360424027,0.9944,0.6299212598425195,0.52,0.24615384615384617,5
147,0.2654867256637168,0.49,0.26,0.04794520547945205,0.236,0.1267605633802817,0.28975265017667845,0.9968,0.29133858267716484,0.8,0.13846153846153864,5
148,0.20353982300884965,0.49,0.1,0.0958904109589041,0.074,0.15492957746478872,0.08480565371024736,0.9959,0.5354330708661417,0.58,0.2769230769230768,6
149,0.3185840707964601,0.4,0.44,0.13013698630136986,0.089,0.14084507042253522,0.13074204946996465,0.9975,0.622047244094488,0.61,0.32307692307692304,6
150,0.23893805309734517,0.33,0.47,0.0821917808219178,0.077,0.056338028169014086,0.0176678445229682,0.9958,0.46456692913385833,0.53,0.2923076923076924,6
151,0.4070796460176991,0.52,1.0,0.17123287671232876,0.61,0.4366197183098592,0.22261484098939927,0.9996,0.0,2.0,0.15384615384615397,4
152,0.256637168141593,0.6,0.03,0.06164383561643835,0.095,0.33802816901408456,0.3286219081272085,0.995,0.4803149606299213,0.54,0.2615384615384615,5
153,0.256637168141593,0.6,0.03,0.06164383561643835,0.095,0.33802816901408456,0.3286219081272085,0.995,0.4803149606299213,0.54,0.2615384615384615,5
154,0.22123893805309736,0.43,0.42,0.31506849315068486,0.07,0.3943661971830986,0.4346289752650177,0.9973,0.5354330708661417,0.72,0.32307692307692304,5
155,0.22123893805309736,0.43,0.42,0.31506849315068486,0.071,0.3802816901408451,0.43109540636042404,0.9973,0.5354330708661417,0.71,0.32307692307692304,5
156,0.22123893805309736,0.43,0.42,0.31506849315068486,0.07,0.3943661971830986,0.4346289752650177,0.9973,0.5354330708661417,0.72,0.32307692307692304,5
157,0.22123893805309736,0.43,0.42,0.31506849315068486,0.071,0.3802816901408451,0.43109540636042404,0.9973,0.5354330708661417,0.71,0.32307692307692304,5
158,0.22123893805309736,0.68,0.0,0.08904109589041095,0.073,0.15492957746478872,0.05653710247349823,0.9969,0.5826771653543306,0.5,0.13846153846153864,5
159,0.19469026548672563,0.6,0.18,0.0684931506849315,0.079,0.23943661971830985,0.2826855123674912,0.9968,0.6692913385826769,0.57,0.13846153846153864,6
160,0.2654867256637168,0.95,0.03,0.07534246575342465,0.09,0.08450704225352114,0.04946996466431096,0.9959,0.3622047244094486,0.56,0.18461538461538463,5
161,0.2654867256637168,0.68,0.02,0.0273972602739726,0.072,0.11267605633802817,0.04946996466431096,0.9965,0.3385826771653542,1.08,0.12307692307692308,4
162,0.2831858407079646,0.53,0.04,0.0547945205479452,0.076,0.22535211267605634,0.08833922261484099,0.9964,0.46456692913385833,0.56,0.24615384615384617,6
163,0.24778761061946908,0.6,0.26,0.4383561643835616,0.07,0.49295774647887325,0.40636042402826855,0.9982,0.49606299212598426,0.49,0.15384615384615397,5
164,0.23893805309734517,0.59,0.26,0.43150684931506844,0.07,0.47887323943661975,0.40636042402826855,0.9981,0.49606299212598426,0.49,0.15384615384615397,5
165,0.2831858407079646,0.63,0.48,0.0547945205479452,0.1,0.18309859154929578,0.31802120141342755,0.9961,0.35433070866141714,0.62,0.1692307692307693,5
166,0.19469026548672563,0.64,0.1,0.0821917808219178,0.085,0.23943661971830985,0.33568904593639576,0.9956,0.47244094488188937,0.52,0.2769230769230768,5
167,0.23893805309734517,0.55,0.03,0.04794520547945205,0.072,0.22535211267605634,0.12720848056537104,0.9956,0.49606299212598426,0.48,0.0923076923076922,4
168,0.19469026548672563,0.63,0.07,0.0821917808219178,0.089,0.14084507042253522,0.13427561837455831,0.9953,0.5748031496062991,0.55,0.3076923076923077,6
169,0.256637168141593,0.705,0.24,0.06164383561643835,0.36,0.19718309859154928,0.20141342756183744,0.9964,0.20472440944881853,1.59,0.1692307692307693,5
170,0.2920353982300885,0.885,0.03,0.06164383561643835,0.0579999999999999,0.04225352112676056,0.007067137809187281,0.9972,0.48818897637795233,0.33,0.10769230769230775,4
171,0.3008849557522124,0.42,0.17,0.07534246575342465,0.073,0.07042253521126761,0.04240282685512367,0.9972,0.43307086614173196,0.61,0.12307692307692308,6
172,0.3008849557522124,0.42,0.17,0.07534246575342465,0.073,0.07042253521126761,0.04240282685512367,0.9972,0.43307086614173196,0.61,0.12307692307692308,6
173,0.24778761061946908,0.62,0.05,0.0684931506849315,0.068,0.323943661971831,0.12720848056537104,0.9961,0.5354330708661417,0.57,0.476923076923077,6
174,0.23893805309734517,0.38,0.21,0.07534246575342465,0.08,0.08450704225352114,0.10247349823321555,0.9961,0.46456692913385833,0.47,0.1692307692307693,5
